GEOID,checkpoint_year,poverty,income,child_population,income_definition
4203480,2016,26.0,54659.0,4278.0,"median family income, families with own children under 18 (B19125_002E)"
4203510,2016,8.3,89898.0,6304.0,"median family income, families with own children under 18 (B19125_002E)"
4203570,2016,19.0,61024.0,22738.0,"median family income, families with own children under 18 (B19125_002E)"
4203600,2016,22.3,65037.0,1868.0,"median family income, families with own children under 18 (B19125_002E)"
4203630,2016,40.2,32014.0,2793.0,"median family income, families with own children under 18 (B19125_002E)"
4203660,2016,11.3,68766.0,4459.0,"median family income, families with own children under 18 (B19125_002E)"
4203688,2016,8.8,76798.0,3640.0,"median family income, families with own children under 18 (B19125_002E)"
4203690,2016,35.1,50033.0,1046.0,"median family income, families with own children under 18 (B19125_002E)"
4203750,2016,15.1,58283.0,2467.0,"median family income, families with own children under 18 (B19125_002E)"
4203840,2016,9.4,56339.0,2702.0,"median family income, families with own children under 18 (B19125_002E)"
4203870,2016,4.7,81340.0,4152.0,"median family income, families with own children under 18 (B19125_002E)"
4203900,2016,23.4,51908.0,1340.0,"median family income, families with own children under 18 (B19125_002E)"
4203960,2016,8.4,90096.0,10374.0,"median family income, families with own children under 18 (B19125_002E)"
4204020,2016,28.9,50682.0,3812.0,"median family income, families with own children under 18 (B19125_002E)"
4204050,2016,6.9,73529.0,2441.0,"median family income, families with own children under 18 (B19125_002E)"
4204080,2016,37.9,47375.0,2626.0,"median family income, families with own children under 18 (B19125_002E)"
4204090,2016,10.1,103173.0,294.0,"median family income, families with own children under 18 (B19125_002E)"
4204140,2016,11.8,66614.0,2090.0,"median family income, families with own children under 18 (B19125_002E)"
4204200,2016,27.6,45750.0,2105.0,"median family income, families with own children under 18 (B19125_002E)"
4204230,2016,11.5,61696.0,11577.0,"median family income, families with own children under 18 (B19125_002E)"
4204260,2016,16.1,53571.0,1579.0,"median family income, families with own children under 18 (B19125_002E)"
4204320,2016,22.0,57407.0,2352.0,"median family income, families with own children under 18 (B19125_002E)"
4204500,2016,10.0,68667.0,1872.0,"median family income, families with own children under 18 (B19125_002E)"
4204530,2016,13.1,86953.0,2657.0,"median family income, families with own children under 18 (B19125_002E)"
4204590,2016,19.9,64769.0,10852.0,"median family income, families with own children under 18 (B19125_002E)"
4204710,2016,21.9,75795.0,1518.0,"median family income, families with own children under 18 (B19125_002E)"
4204740,2016,15.6,66987.0,1973.0,"median family income, families with own children under 18 (B19125_002E)"
4204830,2016,23.0,45327.0,847.0,"median family income, families with own children under 18 (B19125_002E)"
4204860,2016,5.6,90156.0,1728.0,"median family income, families with own children under 18 (B19125_002E)"
4204890,2016,3.9,104010.0,7413.0,"median family income, families with own children under 18 (B19125_002E)"
4204920,2016,23.6,49706.0,1426.0,"median family income, families with own children under 18 (B19125_002E)"
4204980,2016,38.2,39688.0,2154.0,"median family income, families with own children under 18 (B19125_002E)"
4205010,2016,19.1,61875.0,8025.0,"median family income, families with own children under 18 (B19125_002E)"
4205040,2016,24.2,53313.0,2757.0,"median family income, families with own children under 18 (B19125_002E)"
4205070,2016,34.5,53066.0,1920.0,"median family income, families with own children under 18 (B19125_002E)"
4205160,2016,29.0,50500.0,2475.0,"median family income, families with own children under 18 (B19125_002E)"
4205190,2016,7.5,102534.0,9151.0,"median family income, families with own children under 18 (B19125_002E)"
4205310,2016,5.7,139363.0,26418.0,"median family income, families with own children under 18 (B19125_002E)"
4205340,2016,11.9,69464.0,2527.0,"median family income, families with own children under 18 (B19125_002E)"
4205370,2016,8.7,74388.0,2986.0,"median family income, families with own children under 18 (B19125_002E)"
4205400,2016,10.7,76046.0,19877.0,"median family income, families with own children under 18 (B19125_002E)"
4205430,2016,17.8,64321.0,2352.0,"median family income, families with own children under 18 (B19125_002E)"
4205460,2016,6.6,102750.0,4323.0,"median family income, families with own children under 18 (B19125_002E)"
4205490,2016,8.4,84138.0,8148.0,"median family income, families with own children under 18 (B19125_002E)"
4205550,2016,20.2,66166.0,15249.0,"median family income, families with own children under 18 (B19125_002E)"
4205640,2016,30.1,53466.0,2223.0,"median family income, families with own children under 18 (B19125_002E)"
4205700,2016,9.2,76267.0,5163.0,"median family income, families with own children under 18 (B19125_002E)"
4205730,2016,4.9,93158.0,1922.0,"median family income, families with own children under 18 (B19125_002E)"
4205760,2016,7.7,96691.0,7054.0,"median family income, families with own children under 18 (B19125_002E)"
4205860,2016,48.2,23774.0,10287.0,"median family income, families with own children under 18 (B19125_002E)"
4205880,2016,18.0,56711.0,2211.0,"median family income, families with own children under 18 (B19125_002E)"
4205910,2016,14.0,61413.0,5385.0,"median family income, families with own children under 18 (B19125_002E)"
4206030,2016,52.4,23981.0,1343.0,"median family income, families with own children under 18 (B19125_002E)"
4206060,2016,35.8,50313.0,1265.0,"median family income, families with own children under 18 (B19125_002E)"
4206090,2016,26.9,56250.0,1311.0,"median family income, families with own children under 18 (B19125_002E)"
4206120,2016,30.4,36738.0,1267.0,"median family income, families with own children under 18 (B19125_002E)"
4206150,2016,19.3,53218.0,3480.0,"median family income, families with own children under 18 (B19125_002E)"
4206240,2016,17.9,73573.0,15616.0,"median family income, families with own children under 18 (B19125_002E)"
4206270,2016,9.4,70714.0,5857.0,"median family income, families with own children under 18 (B19125_002E)"
4206360,2016,34.0,30538.0,2668.0,"median family income, families with own children under 18 (B19125_002E)"
4206390,2016,17.5,55781.0,865.0,"median family income, families with own children under 18 (B19125_002E)"
4206420,2016,6.2,64167.0,1298.0,"median family income, families with own children under 18 (B19125_002E)"
4206430,2016,20.5,53548.0,1237.0,"median family income, families with own children under 18 (B19125_002E)"
4206480,2016,20.6,73765.0,9156.0,"median family income, families with own children under 18 (B19125_002E)"
4206550,2016,18.5,65667.0,6199.0,"median family income, families with own children under 18 (B19125_002E)"
4206590,2016,17.9,56269.0,3541.0,"median family income, families with own children under 18 (B19125_002E)"
4206660,2016,30.2,53363.0,6963.0,"median family income, families with own children under 18 (B19125_002E)"
4206780,2016,12.8,78872.0,4055.0,"median family income, families with own children under 18 (B19125_002E)"
4206810,2016,24.3,45625.0,1157.0,"median family income, families with own children under 18 (B19125_002E)"
4206840,2016,11.9,74594.0,7616.0,"median family income, families with own children under 18 (B19125_002E)"
4206860,2016,26.0,49757.0,3385.0,"median family income, families with own children under 18 (B19125_002E)"
4206930,2016,13.3,62011.0,1391.0,"median family income, families with own children under 18 (B19125_002E)"
4206960,2016,2.8,146194.0,16276.0,"median family income, families with own children under 18 (B19125_002E)"
4207050,2016,11.6,64625.0,1715.0,"median family income, families with own children under 18 (B19125_002E)"
4207080,2016,17.7,52895.0,6220.0,"median family income, families with own children under 18 (B19125_002E)"
4207110,2016,7.2,101641.0,12749.0,"median family income, families with own children under 18 (B19125_002E)"
4207140,2016,23.5,48534.0,1430.0,"median family income, families with own children under 18 (B19125_002E)"
4207200,2016,13.9,85701.0,4343.0,"median family income, families with own children under 18 (B19125_002E)"
4207230,2016,12.0,80909.0,8658.0,"median family income, families with own children under 18 (B19125_002E)"
4207290,2016,6.4,105690.0,5018.0,"median family income, families with own children under 18 (B19125_002E)"
4207320,2016,13.2,71738.0,3886.0,"median family income, families with own children under 18 (B19125_002E)"
4207530,2016,11.0,74274.0,5883.0,"median family income, families with own children under 18 (B19125_002E)"
4207540,2016,6.4,78063.0,2811.0,"median family income, families with own children under 18 (B19125_002E)"
4207560,2016,21.2,53125.0,3075.0,"median family income, families with own children under 18 (B19125_002E)"
4207590,2016,11.7,102460.0,4891.0,"median family income, families with own children under 18 (B19125_002E)"
4207650,2016,19.4,75877.0,5545.0,"median family income, families with own children under 18 (B19125_002E)"
4207680,2016,14.6,70990.0,5385.0,"median family income, families with own children under 18 (B19125_002E)"
4207710,2016,2.7,136183.0,18438.0,"median family income, families with own children under 18 (B19125_002E)"
4207830,2016,25.9,50369.0,6531.0,"median family income, families with own children under 18 (B19125_002E)"
4207980,2016,24.7,64116.0,2480.0,"median family income, families with own children under 18 (B19125_002E)"
4208010,2016,54.9,18546.0,1690.0,"median family income, families with own children under 18 (B19125_002E)"
4208060,2016,32.7,33384.0,2961.0,"median family income, families with own children under 18 (B19125_002E)"
4208280,2016,25.4,48438.0,353.0,"median family income, families with own children under 18 (B19125_002E)"
4208460,2016,11.4,69146.0,5611.0,"median family income, families with own children under 18 (B19125_002E)"
4208490,2016,8.6,68413.0,2474.0,"median family income, families with own children under 18 (B19125_002E)"
4208550,2016,5.8,99797.0,12730.0,"median family income, families with own children under 18 (B19125_002E)"
4208580,2016,16.1,68333.0,4587.0,"median family income, families with own children under 18 (B19125_002E)"
4208670,2016,21.5,59794.0,9823.0,"median family income, families with own children under 18 (B19125_002E)"
4208790,2016,15.2,61531.0,4022.0,"median family income, families with own children under 18 (B19125_002E)"
4208820,2016,13.6,75450.0,8780.0,"median family income, families with own children under 18 (B19125_002E)"
4208850,2016,14.2,82881.0,13474.0,"median family income, families with own children under 18 (B19125_002E)"
4209090,2016,10.7,80027.0,3301.0,"median family income, families with own children under 18 (B19125_002E)"
