GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
2912840,2017,51250.0,12.7,"median family income, families with own children under 18 (B19125_002E)"
2913260,2017,63750.0,28.2,"median family income, families with own children under 18 (B19125_002E)"
2913440,2017,86875.0,2.8,"median family income, families with own children under 18 (B19125_002E)"
2914520,2017,105208.0,12.1,"median family income, families with own children under 18 (B19125_002E)"
2915060,2017,60919.0,21.0,"median family income, families with own children under 18 (B19125_002E)"
2915180,2017,44063.0,19.0,"median family income, families with own children under 18 (B19125_002E)"
2915210,2017,51563.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
2915240,2017,82813.0,33.6,"median family income, families with own children under 18 (B19125_002E)"
2916230,2017,73404.0,9.9,"median family income, families with own children under 18 (B19125_002E)"
2916470,2017,99036.0,5.6,"median family income, families with own children under 18 (B19125_002E)"
2916620,2017,,35.3,"median family income, families with own children under 18 (B19125_002E)"
2916710,2017,47022.0,18.5,"median family income, families with own children under 18 (B19125_002E)"
2917000,2017,,39.0,"median family income, families with own children under 18 (B19125_002E)"
2917910,2017,67708.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
2918330,2017,86000.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
2919200,2017,64205.0,37.4,"median family income, families with own children under 18 (B19125_002E)"
2919950,2017,28750.0,41.3,"median family income, families with own children under 18 (B19125_002E)"
2920340,2017,41705.0,36.4,"median family income, families with own children under 18 (B19125_002E)"
2920840,2017,45000.0,26.8,"median family income, families with own children under 18 (B19125_002E)"
2920880,2017,34063.0,74.5,"median family income, families with own children under 18 (B19125_002E)"
2921030,2017,95625.0,5.4,"median family income, families with own children under 18 (B19125_002E)"
2921060,2017,55417.0,3.8,"median family income, families with own children under 18 (B19125_002E)"
2921150,2017,54063.0,25.6,"median family income, families with own children under 18 (B19125_002E)"
2921180,2017,68875.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
2922110,2017,67917.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2923040,2017,53229.0,35.2,"median family income, families with own children under 18 (B19125_002E)"
2923370,2017,42917.0,33.6,"median family income, families with own children under 18 (B19125_002E)"
2923790,2017,58654.0,18.3,"median family income, families with own children under 18 (B19125_002E)"
2924690,2017,47222.0,34.8,"median family income, families with own children under 18 (B19125_002E)"
2925080,2017,46250.0,22.1,"median family income, families with own children under 18 (B19125_002E)"
2926040,2017,42813.0,12.3,"median family income, families with own children under 18 (B19125_002E)"
2926190,2017,52143.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
2926370,2017,33203.0,36.2,"median family income, families with own children under 18 (B19125_002E)"
2926550,2017,65521.0,4.2,"median family income, families with own children under 18 (B19125_002E)"
2926580,2017,25750.0,34.7,"median family income, families with own children under 18 (B19125_002E)"
2926940,2017,51875.0,5.8,"median family income, families with own children under 18 (B19125_002E)"
2927330,2017,63864.0,29.9,"median family income, families with own children under 18 (B19125_002E)"
2927450,2017,68182.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
2928080,2017,53125.0,8.7,"median family income, families with own children under 18 (B19125_002E)"
2928200,2017,52869.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2928770,2017,50625.0,41.1,"median family income, families with own children under 18 (B19125_002E)"
2929670,2017,60833.0,46.4,"median family income, families with own children under 18 (B19125_002E)"
2929730,2017,48750.0,45.5,"median family income, families with own children under 18 (B19125_002E)"
2929820,2017,74028.0,11.8,"median family income, families with own children under 18 (B19125_002E)"
2929850,2017,44063.0,20.9,"median family income, families with own children under 18 (B19125_002E)"
2929910,2017,34375.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
2931230,2017,25833.0,50.0,"median family income, families with own children under 18 (B19125_002E)"
2931890,2017,67083.0,8.5,"median family income, families with own children under 18 (B19125_002E)"
2900001,2017,42917.0,28.2,"median family income, families with own children under 18 (B19125_002E)"
2900002,2017,54000.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
2900003,2017,29286.0,42.0,"median family income, families with own children under 18 (B19125_002E)"
2900004,2017,27188.0,45.8,"median family income, families with own children under 18 (B19125_002E)"
2901000,2017,68608.0,15.7,"median family income, families with own children under 18 (B19125_002E)"
2902850,2017,72917.0,16.5,"median family income, families with own children under 18 (B19125_002E)"
2902880,2017,68810.0,1.4,"median family income, families with own children under 18 (B19125_002E)"
2902910,2017,76799.0,6.4,"median family income, families with own children under 18 (B19125_002E)"
2902970,2017,58125.0,13.2,"median family income, families with own children under 18 (B19125_002E)"
2903000,2017,49583.0,10.1,"median family income, families with own children under 18 (B19125_002E)"
2903060,2017,30455.0,53.0,"median family income, families with own children under 18 (B19125_002E)"
2903120,2017,60804.0,21.5,"median family income, families with own children under 18 (B19125_002E)"
2903150,2017,43162.0,34.8,"median family income, families with own children under 18 (B19125_002E)"
2903200,2017,87400.0,10.3,"median family income, families with own children under 18 (B19125_002E)"
2903270,2017,68625.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
2903480,2017,53750.0,27.5,"median family income, families with own children under 18 (B19125_002E)"
2904020,2017,44704.0,23.9,"median family income, families with own children under 18 (B19125_002E)"
2904050,2017,37576.0,31.3,"median family income, families with own children under 18 (B19125_002E)"
2904140,2017,50125.0,27.1,"median family income, families with own children under 18 (B19125_002E)"
2904170,2017,63846.0,22.9,"median family income, families with own children under 18 (B19125_002E)"
2904500,2017,53669.0,12.3,"median family income, families with own children under 18 (B19125_002E)"
2904530,2017,42120.0,35.2,"median family income, families with own children under 18 (B19125_002E)"
2904620,2017,65373.0,13.6,"median family income, families with own children under 18 (B19125_002E)"
2904890,2017,50119.0,32.4,"median family income, families with own children under 18 (B19125_002E)"
2904950,2017,37167.0,21.7,"median family income, families with own children under 18 (B19125_002E)"
2904980,2017,55114.0,31.3,"median family income, families with own children under 18 (B19125_002E)"
2905070,2017,70417.0,6.4,"median family income, families with own children under 18 (B19125_002E)"
2905130,2017,53897.0,21.2,"median family income, families with own children under 18 (B19125_002E)"
2905250,2017,55972.0,14.8,"median family income, families with own children under 18 (B19125_002E)"
2905280,2017,42703.0,5.6,"median family income, families with own children under 18 (B19125_002E)"
2905310,2017,84259.0,11.3,"median family income, families with own children under 18 (B19125_002E)"
2905370,2017,53333.0,9.9,"median family income, families with own children under 18 (B19125_002E)"
2905430,2017,51042.0,17.7,"median family income, families with own children under 18 (B19125_002E)"
2905580,2017,62750.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
2905610,2017,57813.0,6.9,"median family income, families with own children under 18 (B19125_002E)"
2905640,2017,51806.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
2905660,2017,56708.0,23.1,"median family income, families with own children under 18 (B19125_002E)"
2905700,2017,63672.0,26.0,"median family income, families with own children under 18 (B19125_002E)"
2905730,2017,42857.0,27.6,"median family income, families with own children under 18 (B19125_002E)"
2905760,2017,45366.0,23.1,"median family income, families with own children under 18 (B19125_002E)"
2905790,2017,46750.0,12.9,"median family income, families with own children under 18 (B19125_002E)"
2905820,2017,50000.0,28.6,"median family income, families with own children under 18 (B19125_002E)"
2905850,2017,,44.6,"median family income, families with own children under 18 (B19125_002E)"
2905880,2017,124969.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2905910,2017,44712.0,24.1,"median family income, families with own children under 18 (B19125_002E)"
2905940,2017,36601.0,35.4,"median family income, families with own children under 18 (B19125_002E)"
